Port,Plant,Cargo,Vessel_Size,Weather,Labor_Action,Rake_Type,Multi_Port_Discharge,Port_Congestion_Index,Rake_Demand,Rake_Availability,Yard_Capacity,Yard_Usage,Vessel_Queue,Date,Delay_Hours,Delay_Severity,High_Risk,Route_Recommendation
Paradip,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,GPWIS,0,6,24,43,78,68,5,2023-02-14,26.878368611052036,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Panamax,Clear,High,GPWIS,0,3,10,46,26,11,9,2023-02-15,47.82507526973846,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,Standard_IR,1,5,31,7,35,55,11,2023-02-15,108.07219476628069,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,0,10,36,11,68,11,2,2023-02-16,13.711281159178672,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Capesize,Cyclone,Low,Captive,0,2,38,47,51,59,14,2023-02-16,96.09600044119986,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Captive,0,5,24,17,63,10,9,2023-02-16,58.706404853602415,2,1,Recommend: Divert to alternative safe Port
Dhamra,SAIL_Rourkela,Iron_Ore,Panamax,Rain,Low,Captive,0,5,19,41,38,22,5,2023-02-17,17.325751734620937,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Panamax,Clear,Medium,Standard_IR,1,7,29,29,22,79,12,2023-02-17,91.59738007038622,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Handymax,Clear,Low,Captive,0,6,18,37,54,26,10,2023-02-18,19.400843375417107,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,Low,GPWIS,0,4,31,27,79,31,6,2023-02-18,0.0,0,0,Action: Normal secure operations
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,9,41,9,48,68,0,2023-02-19,87.27353701241546,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Coking_Coal,Capesize,Rain,Low,GPWIS,0,4,26,36,94,95,13,2023-02-19,44.42402855109211,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,1,6,28,34,89,79,13,2023-02-19,81.53130671716988,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Handymax,Clear,Medium,Standard_IR,0,9,49,35,64,12,5,2023-02-20,88.77224441849081,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,10,36,17,46,79,9,2023-02-20,80.46536897128514,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,1,46,46,88,90,0,2023-02-21,55.60942484907391,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Captive,0,8,43,9,54,58,6,2023-02-21,41.75278417936223,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,GPWIS,0,4,39,5,36,44,9,2023-02-22,19.748282478401876,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Limestone,Handymax,Rain,Low,Standard_IR,0,1,19,27,38,59,14,2023-02-22,67.23429097144088,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,3,30,14,54,32,4,2023-02-23,0.0,0,0,Action: Normal secure operations
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,GPWIS,1,4,30,31,96,81,9,2023-02-23,42.222432947509944,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Captive,0,7,43,12,97,16,13,2023-02-23,23.97295117622726,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,9,18,7,49,59,3,2023-02-24,97.02059270612455,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Captive,1,9,43,23,67,19,0,2023-02-24,66.32236037826766,2,1,Recommend: Transshipment away from congested port
Paradip,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,High,Standard_IR,0,10,21,6,76,99,8,2023-02-25,180.7726096689968,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Limestone,Handymax,Rain,Low,Captive,0,1,30,35,36,64,14,2023-02-25,20.026287882868576,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Iron_Ore,Panamax,Cyclone,Low,Captive,0,9,45,41,33,32,3,2023-02-26,127.94563265973247,2,1,Recommend: Divert to alternative safe Port
Dhamra,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,1,15,20,33,28,1,2023-02-26,21.86108275018759,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,Low,Captive,0,10,29,14,34,83,6,2023-02-26,87.71945797417592,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,4,21,24,64,73,3,2023-02-27,64.0615157523155,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Coking_Coal,Panamax,Rain,Low,Captive,0,3,40,7,57,42,7,2023-02-27,42.27345154104943,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,GPWIS,0,9,11,39,82,75,1,2023-02-28,35.19051091933777,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Coking_Coal,Panamax,Cyclone,Low,Captive,0,5,25,38,94,18,10,2023-02-28,76.14538815848229,2,1,Recommend: Divert to alternative safe Port
Haldia,Vizag_Steel,Iron_Ore,Capesize,Rain,Medium,Standard_IR,0,6,10,25,30,38,4,2023-03-01,65.21061685464865,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Iron_Ore,Panamax,Rain,Low,GPWIS,0,1,13,40,67,88,9,2023-03-01,42.08360929441552,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,0,1,10,36,45,27,7,2023-03-02,0.0,0,0,Action: Normal secure operations
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,Low,GPWIS,0,7,44,22,86,91,5,2023-03-02,50.38115857934625,2,1,Recommend: Divert to alternative safe Port
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Cyclone,Medium,Standard_IR,0,10,22,38,44,80,3,2023-03-02,171.53398449412958,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Limestone,Capesize,Clear,Medium,Standard_IR,0,8,40,42,80,87,4,2023-03-03,84.53365068515757,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,8,29,7,45,38,1,2023-03-03,85.58807582610977,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Limestone,Panamax,Cyclone,Low,Captive,1,7,16,7,53,92,4,2023-03-04,140.07420781424375,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,9,49,31,28,70,2,2023-03-04,77.13854053672138,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,1,42,6,59,14,11,2023-03-05,35.76998296432569,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,2,37,7,94,78,2,2023-03-05,43.98256944441348,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Limestone,Panamax,Cyclone,Low,Standard_IR,0,3,29,21,26,65,6,2023-03-05,114.33000178186265,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,High,Captive,1,4,18,42,85,24,3,2023-03-06,52.37867274404203,2,1,Recommend: Expedite alternative multi-modal transport via truck
Gangavaram,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Standard_IR,0,5,41,43,49,61,2,2023-03-06,46.0734401656982,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Limestone,Panamax,Clear,High,Standard_IR,1,4,43,44,49,99,6,2023-03-07,89.86392254365421,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Panamax,Rain,Low,Standard_IR,0,8,23,23,87,97,13,2023-03-07,77.26039099101132,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Iron_Ore,Capesize,Clear,Low,GPWIS,0,8,13,23,77,92,2,2023-03-08,49.851071366633676,2,1,Recommend: Transshipment away from congested port
Haldia,Vizag_Steel,Coking_Coal,Handymax,Rain,Medium,GPWIS,0,7,38,48,74,29,9,2023-03-08,22.18665431266518,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Iron_Ore,Handymax,Cyclone,Low,Standard_IR,0,1,24,9,33,82,9,2023-03-09,139.9827838737245,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Captive,0,10,26,9,96,25,12,2023-03-09,62.75088512287421,2,1,Recommend: Transshipment away from congested port
Haldia,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Standard_IR,1,4,28,18,96,84,1,2023-03-09,38.092147090824334,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,GPWIS,1,5,18,40,56,66,6,2023-03-10,31.354460803828307,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Captive,1,1,47,31,96,34,9,2023-03-10,44.38120037507299,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,GPWIS,0,3,36,44,63,30,14,2023-03-11,26.0964672135664,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Limestone,Panamax,Rain,Low,GPWIS,0,3,24,39,25,14,4,2023-03-11,11.608337306140953,0,0,Action: Normal secure operations
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Rain,Low,GPWIS,0,4,46,25,45,84,0,2023-03-12,28.129120373373567,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Captive,0,2,37,9,33,18,11,2023-03-12,0.4926903747558171,0,0,Action: Normal secure operations
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,7,13,28,27,20,9,2023-03-12,35.17844483711866,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Medium,Standard_IR,0,4,30,43,43,74,12,2023-03-13,47.928299298194474,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Captive,0,5,43,28,58,72,7,2023-03-13,24.487396332497003,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,2,28,44,68,35,2,2023-03-14,38.49573764197799,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Panamax,Rain,Low,Standard_IR,0,6,46,47,82,83,10,2023-03-14,68.24399983749375,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,8,46,42,29,25,5,2023-03-15,63.11115344965393,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Iron_Ore,Handymax,Cyclone,Low,Standard_IR,1,9,13,17,45,28,6,2023-03-15,151.0984642238974,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Limestone,Handymax,Rain,Low,GPWIS,0,8,41,49,96,65,9,2023-03-16,45.32849930302135,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Limestone,Capesize,Clear,Low,GPWIS,0,2,21,5,77,77,11,2023-03-16,30.017339839762137,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,GPWIS,0,4,25,47,33,87,12,2023-03-16,37.2916387174395,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,GPWIS,0,8,23,43,92,39,14,2023-03-17,30.603865500130674,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,1,10,14,90,16,13,2023-03-17,39.10874788537979,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Iron_Ore,Capesize,Cyclone,Low,GPWIS,0,8,41,6,58,21,5,2023-03-18,126.67440535622396,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,3,30,20,50,33,12,2023-03-18,41.32599816881139,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,7,31,27,91,39,12,2023-03-19,76.06218613154758,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,1,6,18,20,35,56,14,2023-03-19,103.33376490540631,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Rain,Low,Standard_IR,1,8,13,41,69,31,14,2023-03-19,112.84650160551539,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Captive,0,2,21,30,70,69,7,2023-03-20,31.638156556109465,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Standard_IR,1,1,39,20,34,48,12,2023-03-20,79.05085092243483,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,GPWIS,0,6,39,31,57,29,12,2023-03-21,30.391716782648277,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Standard_IR,0,3,41,45,98,35,11,2023-03-21,30.767351161073616,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,1,4,45,34,90,58,12,2023-03-22,71.81063571588419,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Standard_IR,0,9,16,37,91,78,14,2023-03-22,75.939417044597,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Limestone,Capesize,Rain,Low,GPWIS,0,2,23,15,86,62,11,2023-03-23,43.75561323469681,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,2,10,13,35,15,3,2023-03-23,33.59305714915644,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Rain,High,Captive,1,3,26,36,40,51,3,2023-03-23,79.93838385774389,2,1,Recommend: Divert to alternative safe Port
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,GPWIS,1,2,47,41,84,43,2,2023-03-24,29.03297858076293,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,6,35,10,32,78,0,2023-03-24,55.93813328839966,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Captive,0,2,36,34,83,19,13,2023-03-25,12.813898337192457,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,7,25,44,80,37,9,2023-03-25,45.14234371179524,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,GPWIS,1,7,16,19,51,12,2,2023-03-26,17.425558023168005,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,7,41,34,31,86,14,2023-03-26,105.24935280294449,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Captive,0,2,34,22,60,57,0,2023-03-27,16.658709915083936,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,7,40,16,85,75,5,2023-03-27,54.695776123199195,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Limestone,Handymax,Rain,Low,Standard_IR,0,10,25,8,27,44,7,2023-03-27,114.30449767021196,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,8,23,20,78,61,2,2023-03-28,70.83891136317253,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Medium,Captive,0,8,34,27,44,71,13,2023-03-28,112.13274045213095,2,1,Recommend: Transshipment away from congested port
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Medium,Standard_IR,1,2,39,15,24,61,11,2023-03-29,82.3982095430331,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Limestone,Capesize,Rain,Medium,GPWIS,0,5,16,28,64,56,3,2023-03-29,47.75414430014327,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Low,GPWIS,0,6,21,26,21,63,4,2023-03-30,22.92093681845532,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Captive,0,9,12,43,61,37,6,2023-03-30,40.54259724459289,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,1,6,36,19,57,32,11,2023-03-30,94.22756601232352,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,Low,Captive,0,10,28,19,22,96,10,2023-03-31,52.51318276403426,2,1,Recommend: Transshipment away from congested port
Dhamra,SAIL_Rourkela,Limestone,Handymax,Clear,Low,Standard_IR,0,6,46,14,65,44,5,2023-03-31,42.50131788657428,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,Standard_IR,1,10,16,32,41,41,1,2023-04-01,133.74699672998847,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Limestone,Capesize,Clear,Low,GPWIS,0,10,25,40,52,11,6,2023-04-01,66.45383733426776,2,1,Recommend: Transshipment away from congested port
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,0,9,17,40,36,25,13,2023-04-02,22.477967895700708,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,6,41,21,51,25,7,2023-04-02,57.469345955791496,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,10,22,26,75,60,11,2023-04-03,106.896115580276,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,7,20,27,22,76,13,2023-04-03,26.982085924135024,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Limestone,Handymax,Clear,Low,Standard_IR,1,1,29,33,89,63,0,2023-04-03,30.485134071282943,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,Low,Captive,1,1,27,26,68,29,5,2023-04-04,2.1305706411649226,0,0,Action: Normal secure operations
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,4,46,15,74,42,10,2023-04-04,14.404936920027351,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Captive,0,2,15,40,96,95,8,2023-04-05,0.0,0,0,Action: Normal secure operations
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Rain,High,GPWIS,0,3,29,48,50,17,6,2023-04-05,54.175488974320395,2,1,Recommend: Divert to alternative safe Port
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Captive,1,3,13,36,36,73,13,2023-04-06,21.253438069076516,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,0,7,41,33,40,33,4,2023-04-06,19.92802295714266,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,GPWIS,0,7,38,46,35,62,12,2023-04-06,25.919306739959133,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Medium,Standard_IR,0,2,16,18,20,67,9,2023-04-07,63.958091234432636,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,1,29,22,91,46,10,2023-04-07,5.470694188001353,0,0,Action: Normal secure operations
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,9,43,42,84,93,9,2023-04-08,63.280766747856006,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Iron_Ore,Panamax,Cyclone,Low,Standard_IR,0,10,45,41,85,21,8,2023-04-08,146.8476272182635,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,9,42,49,43,93,6,2023-04-09,52.74976598576408,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,3,16,38,56,93,1,2023-04-09,65.33922532428105,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Coking_Coal,Capesize,Rain,Medium,Standard_IR,0,10,41,36,40,40,14,2023-04-10,139.71648152198742,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,Medium,GPWIS,0,6,31,7,56,95,1,2023-04-10,31.448323910323708,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,Captive,0,4,24,27,81,13,8,2023-04-10,14.403994059358553,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,7,49,47,54,88,12,2023-04-11,109.214559099334,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Standard_IR,1,10,38,26,57,47,10,2023-04-11,140.92181785299528,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,1,6,34,27,72,46,9,2023-04-12,72.7669087347159,2,1,Recommend: Expedite alternative multi-modal transport via truck
Vizag,Vizag_Steel,Iron_Ore,Capesize,Clear,Medium,Standard_IR,0,1,14,8,34,84,5,2023-04-12,39.970996497735214,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,6,23,17,61,23,14,2023-04-13,34.090432605001524,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,High,GPWIS,1,6,44,36,23,84,8,2023-04-13,116.99974329786494,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,5,11,33,58,82,14,2023-04-13,12.321464177493475,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Handymax,Rain,Medium,Standard_IR,0,10,25,44,42,19,2,2023-04-14,76.63005300677811,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Limestone,Panamax,Cyclone,Low,Standard_IR,0,3,34,44,98,33,13,2023-04-14,111.35993575860975,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,3,25,49,34,47,7,2023-04-15,58.613155622286584,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Rain,Low,GPWIS,0,10,20,14,31,52,13,2023-04-15,51.23293341417275,2,1,Recommend: Divert to alternative safe Port
Vizag,SAIL_Rourkela,Limestone,Handymax,Cyclone,Low,Standard_IR,0,7,44,17,89,46,4,2023-04-16,125.2166921896965,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,1,8,32,49,73,51,6,2023-04-16,79.51843909989435,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Handymax,Clear,Low,GPWIS,0,3,14,21,57,41,12,2023-04-17,21.120599389689414,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,3,44,42,47,93,11,2023-04-17,59.99987352500696,2,1,Recommend: Rake priority swap or Coastal Barge routing
